city,country,region,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18
Trondheim,Norway,Europe,0.1737994152967219,0.6637054131140773,-1.5059638736596113,-1.4179667784420764,-1.6830360430364033,0.3017813519462737,-0.24249068315292313,-0.8599162112766388,0.1349599646650613,-0.9731086427038488,0.4847637641981508,0.9844338788013465,-0.7114721112053828,-0.45750632148149195,0.08475282406496716,-0.5999671437100407,0.653448611539474,0.39457723804411293
Bruges,Belgium,Europe,-1.4819303849153254,2.061980983319191,-1.1182199951880176,-0.9867017545699771,-0.15551786323682215,0.16827886991694277,-0.2926232553566687,-0.3175324642604857,0.3098215150692464,0.2541404878505328,1.4092068371983364,-0.42438646498827254,0.2827600294740966,0.26884294746057064,-0.06752593342816855,-0.4759769450431517,1.1464006390422012,-0.43803111633706837
Reykjavik,Iceland,Europe,1.3824939536327492,-1.110794185375151,-1.6182507987493857,-0.6367357502293917,-3.453018161668323,0.7590214970452273,-0.4230442209278499,-0.5918312204253441,-0.21846053035042598,0.08142494097772034,-0.29363615656312936,0.048335219246925215,-1.1532213309494024,0.12875462329210197,-0.21708333226206986,-1.0461221580775466,0.2210535931467186,0.29387825951291735
Seoul,South Korea,Asia,-2.8568453333130064,-2.614269054395412,0.33047161138965486,-1.5388594181443698,0.3317957962286818,-0.30915886785215557,0.15878032371620016,-0.2032771596338114,1.8992182219345637,0.8714684810421796,-0.6912981238813958,-0.48392272106332107,0.3688923549226521,-0.1766626214602376,-0.8782213666419117,-0.9574136893929655,0.0752916785621142,-0.8977202634201433
Ankara,Turkey,Asia,-1.8679864593130862,0.10669430299256,-0.4246900664071806,-1.2610914954140944,0.5718643587843835,-0.7587453447613923,0.04943488627381844,-1.315486906963434,0.24519226479132702,-0.5468729936229696,-0.01651278347505246,0.8115189390015265,0.34636921963044637,-0.5971034692900481,-1.2857536928864817,-0.19564994951147116,-0.4824142935375926,-0.6009553954369445
Kyoto,Japan,Asia,-0.38775399736518606,0.5236584168012549,0.8895535505759967,-2.749827255110962,0.32552302110852904,-0.8801280585559277,-0.979582065286641,-1.1914338411935284,2.85006445977228,-0.2866266552668726,0.9843625170968489,1.955422411358191,0.5693606906507009,0.9528851460318442,0.025141946669854195,1.0298602220599227,0.7425756584470723,-0.3126970811657155
Tampa,United States,North_America,-0.6229832547870243,-1.53408582441122,-0.15668083383899817,1.6238039965814837,-0.07308573200122888,1.292248664124459,0.38915347387032645,0.08333621956979796,-0.7345046817537648,-0.7509619824320061,-0.70015561489749,0.14918466257745655,0.03993693263037714,-0.04581360168641084,0.5126189137615226,0.17997177560414407,-0.1613270747535527,0.14326478724990277
Dublin,Ireland,Europe,-2.4373013432157773,-0.8300227392034324,-0.9248567799277213,-0.4022131633477575,-0.7813223436140128,-0.3139887933852939,0.0002152154491023557,0.21188495832659265,-0.5300638548987024,-0.5375415705305433,-0.2819124749391922,-0.28080444487461337,-0.5973613259585755,-0.4993736749441132,0.26337040191681527,-0.7758170837240063,0.25769817982165466,-0.3190504379758377
Washington,United States,North_America,-3.4009341271664213,-0.8753653138830296,-0.6743569191183912,-0.4745106284916318,-0.051853126704114585,0.13822480230537046,0.5159690308532388,-0.1782482213224105,-0.7721943354128206,0.23467321472915434,-0.2019406540259101,0.07142189608335962,-0.6079706780041481,0.6350811376983313,0.07401688957450372,0.24046536224160472,0.09996988578093462,-0.20666768505001504
Livingstone,Zambia,Africa,3.159342009985508,-0.39337578796117556,-0.3577866974005572,1.8916569069590072,-0.8970968051193484,-0.9696729548822512,0.2429832562306621,0.10516198263196129,-0.3965689283790524,0.6971819373030607,-0.4772796824408334,0.42027142882752944,-1.183073346732054,0.7960906673593712,0.048066931202161246,-0.18489419124166237,0.024892080877908947,0.8359308696607908
Kraków,Poland,Europe,-2.816330826808268,-0.4105498543184417,-0.8244906549644032,-1.2895942864550491,-0.31784288369209934,-0.4099786173444135,0.6092803277717124,0.17711476711597735,0.24546219645783962,0.050259453921526774,-0.31600013419576356,-0.22305414741581356,-0.6443542951862341,-0.28125362010976657,0.031807166748810234,-0.08138872614454196,0.6875094560428853,-0.2170788160652084
Petra,Jordan,Middle_East,2.5593359396258055,1.4476895596101709,-0.5192283529077691,-1.6868393213647257,1.1394774669921512,-1.0182136582393182,2.401255867599845,-0.9086434813906044,0.8447615154316064,0.4140258363449235,-1.2375730888600274,1.5937048816238473,0.4803321807307452,0.7863413326655472,-0.08872505097986023,1.0755096150289574,1.5482083791251489,-0.5886270098422614
Athens,Greece,Europe,-2.488643427441537,-1.4316510084954803,0.12155346537116596,-0.15708698878537164,0.8234719673652809,0.5642251578804305,0.7577890862753361,0.32334446659286503,0.9336515531215971,0.30163421364206583,-0.3300003087735178,0.07532482322139981,-0.05009368364275744,0.08567827866199444,0.7071548634296756,0.06101023787340671,0.7601692405973302,0.26210502569793076
Malé,Maldives,Asia,1.9154454049603669,0.5581240566035187,0.3270822908449187,2.9343613082837128,-0.17899883646532339,1.5160700652368482,-1.615533078631072,-0.5334875257264214,0.908993488010643,-1.2212852028780652,0.38668423350676456,-0.7440232067667213,0.3096980726470016,0.07332833061333173,-1.283030145050175,-0.5397404741631837,-0.8506203742984481,0.5303781461659476
Austin,United States,North_America,-2.7084370388867525,-1.6834608401665694,-0.25095086164868174,0.04699475119023703,0.40706047942896245,0.8680603616930581,1.2976829366619296,0.5843842786016211,-0.48773904836524157,0.3826111468712882,-0.24148655902936567,-0.028915851652000356,-0.15951898525584804,0.35127051144343135,-0.13635384126411634,0.819880568747669,0.2900810376207873,0.4003587774700337
Pago Pago,American Samoa,Oceania,3.1397622726173915,-1.1531263540629784,-0.09200615499274241,2.0279880486277313,0.06316027448389575,0.46803841070885394,0.4076508048546281,-0.929455581449968,-1.736340690915231,0.3733027679513249,-0.2689950013280966,1.511188963652135,0.6258960015358945,0.7624809648156723,-0.07589601885296422,0.5493665922419954,-0.014239391653837655,-1.1019609862345519
Luanda,Angola,Africa,-0.14283274719600073,-0.47944522531274925,0.21224560520117153,1.4185575699499717,1.7034385416709898,-1.4977812225452045,-0.44919986449193633,-0.5955829125504676,-1.0715660478210192,-1.2650544892666806,-0.13848052399774674,1.4942634908554855,0.7156947849408551,-0.34407271796659095,-0.5197154431318431,-0.3147765263321556,-0.2765540325910333,-0.0802964778747734
New Orleans,United States,North_America,-3.499184791896525,-1.8695900217682508,-0.052680326444273395,0.35184586535379103,0.85643990044446,0.7092016259497185,0.7344407889359076,0.3412664256543119,-0.6663322507042567,0.4950264034537287,-0.09162695530348268,0.006026761916886307,-0.23455956219281945,0.7130582114771354,0.5937984843559053,0.4066060305878289,0.452149394634071,-0.36117377069212453
Raja Ampat,Indonesia,Asia,7.1223242846887205,0.518962296424966,7.373886847013617,-4.327869457966618,1.3916960979525437,1.5919152283595266,-0.6373670943656335,-0.1405078704243826,-1.2925542640879508,-1.8453425859211738,-1.0637963110154554,-0.7226681157783909,-0.9415269068571802,-0.9828492988624541,-0.16069104568785855,0.20415827550895566,1.725388453046176,1.157113719641417
Hamilton Island,Australia,Oceania,3.3487471286291077,-2.620203334696186,1.6167711109675789,1.278428080347167,-1.262071063623007,-0.5852326425783189,-2.4430544287750178,0.087357985934555,1.7419199800786167,-0.9854391107957684,-0.2998898017112382,0.6954169031632178,0.31448261097607505,0.6338087211849018,-0.25800151037539354,-0.06371957884265755,-0.11911382604356853,-0.6727630227130588
Melbourne,Australia,Oceania,-1.680510437638996,-2.3905775489945196,1.5748635580380062,-0.18662025176139654,-0.41972623450265395,-2.1568880171725007,-1.460016341226746,2.6471572781119517,1.8632692493368443,0.45142267906505495,1.5895535794101276,-0.3952578494242705,-0.8881628626535879,-0.29560316224261685,0.1471222623008376,0.19084511721163575,0.11100037406978731,-0.4224316690962511
Puebla,Mexico,North_America,-1.944214427826936,-0.1417888014331406,-0.4016707763398381,-0.9326952431503087,0.8036807437875951,0.042504330199101076,1.2872569881455724,0.7850543191493002,-0.12856786055989902,0.6260026754386153,2.0707371424168746,1.10620432362085,-0.36873865143700774,-0.4548224235974975,-0.2596738329319743,0.523596666486319,0.16206402761790725,0.4858774194957691
Richmond,United States,North_America,-1.082291619409154,0.46706238499543656,-0.6912905717822178,-0.12662284621389128,-0.062471288831633366,0.7996689593481302,0.6013183147039018,-0.7714669350398237,-0.308304056031848,-0.2124757258785576,0.5119306830798247,0.6823564652222243,-0.3168983680976524,-0.4642172546672312,0.10575053411569611,0.6273882950582318,-0.08480971115580548,0.06726311126212366
Bridgetown,Barbados,North_America,0.033521053975937284,-2.155306509689307,0.42974260795612956,1.819487874147749,0.0950805349202499,1.9230519960787973,0.2849110745179957,0.6464346351032796,0.2746489141760041,-0.5333508928379254,0.050213353380793135,-0.18766236523684138,-0.1262816802422359,-0.7298725955929971,-0.3842400350588202,0.47660929031828353,-0.13053596581711716,-0.3272935052551991
Oaxaca City,Mexico,North_America,-1.7468851127039884,-0.03192518253570187,-0.34171403732817934,0.39520976189054885,0.6431684470093861,0.05861869978318854,0.1551867219359517,-0.5415215090257022,-0.6052668454221029,1.2063687422375848,1.705134421058653,1.078790233241799,-0.6209100717993461,0.4537495061225334,0.5255006090878134,0.2786313149811439,0.14108818035158047,0.13425334248243542
San Sebastián,Spain,Europe,-1.4947548339987666,-1.6492532103410142,-0.1844779156666313,0.22555912175167736,0.048077336703002994,0.8188287967843911,0.3770439383908064,0.7135845415310226,0.4665205016566495,-0.4915705765409812,-0.14328719646130197,0.0024493232768784384,0.31589759296579695,-1.2031217148459676,1.2033285032987642,-0.5402407792675856,0.9332412932233839,-0.15964681553165372
Sedona,United States,North_America,2.466056563589414,0.5293105032791648,-1.090460715550519,-0.1928713808773255,-2.402946793972784,2.323674327882952,0.9435551715178155,0.11148446350529402,0.39803775464791114,1.3287210924173194,0.644392203361306,-1.3834399875836842,-0.2801743091165196,0.6777417829049326,-1.9703505471562406,0.7274177589701638,-0.06520387645126051,-0.568123449475087
Cotonou,Benin,Africa,-0.7871077750367453,1.6712041754349238,0.030040781568382226,2.2779455188855446,1.7165279310128412,-0.47745179581782266,-0.10619608161966072,0.18449758841209807,-0.6610600853990158,-0.22784411584431183,0.3691091228792612,-0.4247881505499976,0.9116484250704292,0.38519424069614244,0.6685074226847746,-0.10247636118543549,0.23654752275487892,0.19789968884425538
Sarajevo,Bosnia and Herzegovina,Europe,-1.451943562445209,1.1271418646125402,-0.6989509505898417,0.15793135636639188,-0.26404264077834644,-0.5005760473776862,0.48602400719350275,-1.0239179886940661,0.013476091411127515,0.4633063268568677,-0.02334425389344276,-0.2664251840242971,-0.6906751238532945,-0.6404268922303613,0.5488458453416909,-0.2872097529682207,-0.9727846877260689,-0.16692631514241846
Tirana,Albania,Europe,-0.7140998869844264,1.9828322870360697,-0.6569038402374915,0.8396024690989123,-0.040854867770862446,0.2672997108148913,0.4169233570604909,-0.03476925912758227,-0.17857897925954577,-0.9496481853237532,-0.4648174027879509,-1.4599962492238883,0.5175259837935023,-0.5471503556685344,-0.9031842234088214,0.13861444107651805,-0.8552744914500642,-0.08652979231507084
Rio de Janeiro,Brazil,South_America,0.29828611063527705,-3.3669560037865507,0.5393302221714834,1.6740204763147313,0.5282249950344984,-0.5361055394870151,-0.13866497715111617,0.8599369763977907,-0.8006260841170701,0.36205574521019523,-0.13082234433557452,0.8054354262363395,1.0703951665791047,-0.133818626381112,0.26167355212281185,-0.7863978759787107,0.06933155957522737,-0.48401485505800557
Curitiba,Brazil,South_America,-0.460722137103909,-0.20812103540590976,-0.3797771930926341,1.007563208987116,0.03617920700048104,-1.1813324663982023,-0.38420823213126176,0.2728487753986349,-0.9797854999043416,0.5839024922699717,1.7771507576304675,0.9567032188273723,-1.0298308112168093,-0.02465322554991336,-0.41708612482673835,-0.20975964099219,-0.3698912413926265,0.662126489420557
Phnom Penh,Cambodia,Asia,-1.6240720095040024,0.39560520977465286,0.3496432528418409,1.6175164956007744,2.0249310278021015,-1.6879546623370079,0.8662942103548548,0.0029461645609899674,-0.02450548324516184,-0.21336366328995493,-1.6044428154260921,-0.3653965806757998,-0.7609119804543646,0.6054063128043622,0.23833554522973358,0.42219852773713856,-0.0028913917793205236,0.24812563795171605
Fès,Morocco,Africa,-1.7288391654565982,2.8107772142563956,6.888480668586693,-2.1930861486256843,-0.45927432042701616,-0.49797576166045837,0.6012781023204437,-1.513019402664301,-1.7351051552094663,0.6863528938719007,-0.1638895233752993,0.9073348605893894,0.1559628310132757,-0.6073675627663804,-0.46667272797850223,-0.011959819418913591,0.14612761342608976,-1.4743691439264743
Toronto,Canada,North_America,-2.559081358785354,-1.1971069251770279,0.028559651940081084,-0.8272653959129282,-1.8102398910069086,-0.29865457268036544,-0.2097767100655106,0.7519170306482245,-0.6866477887472499,-0.7258576495791139,-0.4524393321487632,-0.08896018505614298,-0.14370195353639442,0.6219102231318833,1.0707183385573886,1.1247511174990898,-0.7721919125126684,-0.40590011091837475
Lucca,Italy,Europe,-0.4169014216909876,3.330667731035565,-1.8764162645809226,-1.99302432161217,0.1568750103979247,1.496687446963499,-2.176929437814224,2.4475647157018066,0.357577531538466,1.3010140702565485,-0.5980592578597683,1.5939972523953814,0.8613100383034693,-1.431560204596093,-0.7886607353993423,-0.8108924709301313,-0.16519094411789836,-0.12453811082000694
Edmonton,Canada,North_America,-0.8674338962780745,1.0049744989652174,-0.673109711573426,-1.6811090404196387,-2.430799108344409,-0.20329636471722698,0.23445197932816442,0.06620047335881656,-0.708668663102329,-0.9309470120065999,0.5000687266346809,0.628260755691021,-0.2544732410062929,-0.1273024690708803,0.774824920184578,1.6089025337780725,-1.3449826292744533,-0.3837968237290589
Barcelona,Spain,Europe,-2.6792082353674354,-2.7151574901074875,0.23784710220240285,-0.7541986611993635,0.9210707539694402,0.06606964394753853,0.4505327605945264,0.17881824731552343,0.4384249226545265,0.2127769265613684,-0.5336772306560482,0.38608159317788243,1.2821327816905868,-0.44802377742016786,0.31771612377415226,-0.6098300725140036,0.7510190188987598,-0.9093530595584446
Banff,Canada,North_America,4.102701881106866,-1.4458983230605438,-0.6103062996193227,-4.465592625449422,-2.7183575271489966,0.3378140604211607,0.811763869294632,-0.2061206652319084,-0.3085442454280439,0.020567750101483057,0.487642669398879,-0.17682261458286247,1.3789408412756872,0.32482838835801053,-0.44187926656479004,1.939764163131489,-1.1474724353018806,0.21851706935995155
Maputo,Mozambique,Africa,0.23808271382540125,-0.6548898361186825,0.3071890730066823,2.252700607289716,0.6362480003290434,-0.457312025846875,-0.8581230456317895,0.28788907371952327,-0.1405535994642377,-0.855378417333306,0.9344326038706396,0.7402816609902884,-0.49284859117067037,-0.8299575570769481,-0.15878331406291676,-0.4456345530273013,-0.5638663545325432,0.731803382696392
Dar es Salaam,Tanzania,Africa,-0.17531079772862687,0.08994769124497193,0.6108660499424661,1.970809073648451,1.3920967781198863,-0.3057088141711508,0.30933762793467884,0.3134170753249,0.6258816341573102,0.012121234510224888,0.7067195432633903,0.264853773074821,-0.14761085510769872,-1.2936878338132851,0.34646590079012207,0.21388520526307575,-0.609145167255583,0.22822403826298798
Hamilton,Bermuda,North_America,0.005905909699324568,-0.5071047576526808,-0.21367387964087423,1.1056023699697655,-0.4040715530142869,2.7678430386852964,-1.0794230713534683,0.05719522921683956,0.2936348729182767,-1.269473642102231,1.280386858729469,-0.04606119781410044,0.8727700676648092,-0.04015282697498666,-1.1403365180567417,-0.011386653514343089,0.2671444455046133,0.41167201713985413
Santiago de Chile,Chile,South_America,-0.08143818852143707,-1.924849300905499,-0.3958068301196338,0.7609794736101108,-0.43828555067528846,-1.374431604406473,0.5799322060792624,2.1851886190739864,-1.2650490089697526,0.6952583500220704,1.0272110287565477,0.3503343551997627,-0.7227490077040442,-0.4714742370501867,-0.32726263948828305,-0.17907171046841544,0.396756096764644,0.5159461598654318
Shanghai,China,Asia,-3.3649081591527294,-2.062277063523331,0.3651776564340874,-1.2762926648927944,1.4201042548833331,-1.1119206519051126,0.508342781295433,-0.11727257468644937,1.1433577565599042,0.3887056341115616,-1.1798571396065123,-0.11907440533308625,0.42253505456579915,0.3603696280048596,-0.8610451504163641,-0.40031564330913133,0.531285850390217,-0.5579815200890957
Kathmandu,Nepal,Asia,0.38695026195445703,-1.0487072232701613,0.09466123704786998,-1.2008471461650025,1.330026274120267,-1.9595727918036723,0.39571815305635716,-1.7042902091270953,-0.08173977073693642,2.0211479638828203,-0.863722642242993,-1.1698724745050382,1.1236739058607998,0.36555624098274186,0.49320346704104717,-0.025282504725956965,-1.440853940754757,0.659543154107626
Auckland,New Zealand,Oceania,1.490132491002116,-3.019051838096051,1.4546977981461,-1.0128881365636506,0.27760929035584914,-3.305821128009568,-1.5741329384528673,1.3526154955691891,0.3184285047401465,-0.6415160582677195,-0.042357556462618684,-1.134826801113852,1.4368457495142346,-0.586251428590418,-0.08844967754352111,0.3843269179977852,-1.295619568396462,0.9968356218404306
Québec City,Canada,North_America,-1.1448420931031495,0.7358439947183268,-0.2293908912708938,-1.6695765024722775,-1.8128890375416404,-0.10330151910227284,-0.1486535593633412,-0.13352792061153793,0.30058722379509056,0.003718200928744465,1.0201567182511553,0.8558896973380844,0.02963816720042191,-0.07799862682843844,1.7781512420511285,1.3395615274829484,-0.43041601068465246,-0.42213907160614883
Bogotá,Colombia,South_America,-1.6742751397269386,-1.2975823446508308,-0.7248259346782454,0.3177412304064212,-0.49649073342346184,-0.9152221434788094,0.3245436554972217,0.9667119307882874,-1.4652087313680742,0.2543822992278984,0.3732152903862282,0.03716880710433759,-0.9164206456017613,0.09018461441926494,-0.2755278940786622,-0.2382646662659952,0.05985747261987915,-0.04560997984504768
Avarua,Cook Islands,Oceania,2.4513208723233015,-0.6954882115352586,0.10494606620146733,2.0107466660676065,0.09768948117842038,0.9878335947212532,-0.8021858028756418,-1.3828834105506203,-1.2500847193497864,-0.1369904978138065,1.447877297266243,1.4331123471861933,0.3629073471693473,-0.6288402734417754,-0.8457910617576464,0.27315653953339475,-0.7211341031811472,-2.0873282132535196
Izmir,Turkey,Asia,-1.5232245679008312,-0.1477696387648992,-0.07870965688898125,0.28401600500363333,0.4990396477779944,0.7298795116212051,0.12379979891599023,-0.49786816644383763,0.6595157896277103,-1.0458400004992245,-0.002552057759652518,0.49266162315215695,-0.0407442941620245,-0.9055490949782788,0.17908285056085202,0.07951889978651011,-0.283990723632511,0.4526067995397638
Skopje,North Macedonia,Europe,-0.9466765902089127,2.8651348918559254,-1.0505908072636865,0.1326890120481671,0.2933691567682925,-0.6877328563417258,0.7859434457188307,-0.18208229574562593,-0.5067586954067941,-0.5556346500457598,-0.5598285728241329,-0.9101803294438559,0.6477403562736096,0.021940344205342646,0.09873979218100339,0.09740970083591707,0.029329250079058854,0.1372145830524382
Cartagena,Colombia,South_America,-1.8239707436029797,-1.7511890639950853,0.3339836544529372,1.4970969942942725,1.1054941321480645,0.6263010662483388,0.26001146683189647,0.4147930098282649,-0.6218485269251389,0.07524409730565394,0.0312511604824558,0.4166031874965772,-0.1902468652661852,0.5299722249824181,0.6393165647641469,0.4729362119129819,0.47660684793874597,-0.375054622704157
Dubrovnik,Croatia,Europe,-1.096797999625427,1.9090510801824854,-0.9043042280471524,-0.42320370294330856,1.0847221961547202,2.328055826325908,-2.3287382279708777,2.306269708435035,0.6207585507244503,1.6540051695454794,-1.409093584046963,1.7191069625653934,1.4744731412292271,-0.5681697008614115,0.11453563746705024,-0.5529096317496595,-0.754689188125477,0.4376946618339822
Bergen,Norway,Europe,1.1728485177566714,-0.48878567498064274,-1.4438796351005452,-1.0806684148150532,-2.216390615245647,0.21175732256597643,0.32196888057266004,-0.2769708246840158,0.10154485665888643,-0.045860846066151865,-0.5809501109963723,0.6491648581745635,-0.6946788380654254,0.32269591136154196,0.38626222605218863,-0.48023128228643625,1.1957827894092075,0.7708775169549329
